"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"1600000US4659020","Sioux Falls city, South Dakota","202090","49",
"1600000US4714000","Chattanooga city, Tennessee","184071","66",
"1600000US4715160","Clarksville city, Tennessee","176977","26",
"1600000US4727740","Franklin city, Tennessee","86904","39",
"1600000US4737640","Jackson city, Tennessee","68381","23",
"1600000US4738320","Johnson City city, Tennessee","71444","746",
"1600000US4740000","Knoxville city, Tennessee","195871","64",
"1600000US4748000","Memphis city, Tennessee","621050","42",
"1600000US4751560","Murfreesboro city, Tennessee","162402","35",
"1600000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee","683639","66",
"1600000US4801000","Abilene city, Texas","128149","4319",
"1600000US4801924","Allen city, Texas","111548","31",
"1600000US4803000","Amarillo city, Texas","203477","2662",
"1600000US4804000","Arlington city, Texas","394573","107",
"1600000US4804462","Atascocita CDP, Texas","107626","16020",
"1600000US4805000","Austin city, Texas","975335","1335",
"1600000US4806128","Baytown city, Texas","86203","3179",
"1600000US4807000","Beaumont city, Texas","112090","26",
"1600000US4810768","Brownsville city, Texas","189381","31",
"1600000US4810912","Bryan city, Texas","87793","30",
"1600000US4813024","Carrollton city, Texas","133240","193",
"1600000US4813552","Cedar Park city, Texas","80212","2729",
"1600000US4815976","College Station city, Texas","124326","34",
"1600000US4816432","Conroe city, Texas","101414","37",
"1600000US4817000","Corpus Christi city, Texas","316228","45",
"1600000US4819000","Dallas city, Texas","1299553","76",
"1600000US4819972","Denton city, Texas","150357","37",
"1600000US4822660","Edinburg city, Texas","104302","35",
"1600000US4824000","El Paso city, Texas","677469","60",
"1600000US4826232","Flower Mound town, Texas","77947","209",
"1600000US4827000","Fort Worth city, Texas","961160","5282",
"1600000US4827684","Frisco city, Texas","219571","67",
"1600000US4829000","Garland city, Texas","240667","85",
"1600000US4829336","Georgetown city, Texas","86505","27",
"1600000US4830464","Grand Prairie city, Texas","201791","114",
"1600000US4832372","Harlingen city, Texas","71669","43",
"1600000US4835000","Houston city, Texas","2304414","3368",
"1600000US4837000","Irving city, Texas","254712","37",
"1600000US4839148","Killeen city, Texas","159170","33",
"1600000US4841464","Laredo city, Texas","254041","4486",
"1600000US4841980","League City city, Texas","118550","2396",
"1600000US4842016","Leander city, Texas","73808","2660",
"1600000US4842508","Lewisville city, Texas","130933","1284",
"1600000US4843888","Longview city, Texas","83119","1595",
"1600000US4845000","Lubbock city, Texas","263937","37",
"1600000US4845384","McAllen city, Texas","144585","40",
"1600000US4845744","McKinney city, Texas","207506","40",
"1600000US4846452","Mansfield city, Texas","76586","1617",
"1600000US4847892","Mesquite city, Texas","147723","49",
"1600000US4848072","Midland city, Texas","134398","40",
"1600000US4848768","Mission city, Texas","86634","28",
"1600000US4848804","Missouri City city, Texas","74815","1765",
"1600000US4850820","New Braunfels city, Texas","98643","4050",
"1600000US4852356","North Richland Hills city, Texas","70666","27",
"1600000US4853388","Odessa city, Texas","116669","2701",
"1600000US4856000","Pasadena city, Texas","147665","35",
"1600000US4856348","Pearland city, Texas","127170","4365",
"1600000US4857176","Pflugerville city, Texas","65374","24",
"1600000US4857200","Pharr city, Texas","80170","39",
"1600000US4858016","Plano city, Texas","290108","1660",
"1600000US4861796","Richardson city, Texas","118830","113",
"1600000US4863500","Round Rock city, Texas","124790","41",
"1600000US4863572","Rowlett city, Texas","65284","2010",
"1600000US4864472","San Angelo city, Texas","99871","3311",
"1600000US4865000","San Antonio city, Texas","1472904","73",
"1600000US4865600","San Marcos city, Texas","70308","36",
"1600000US4869596","Spring CDP, Texas","73085","10617",
"1600000US4870808","Sugar Land city, Texas","109395","73",
"1600000US4872176","Temple city, Texas","89455","34",
"1600000US4872656","The Woodlands CDP, Texas","117970","11397",
"1600000US4874144","Tyler city, Texas","109277","42",
"1600000US4875428","Victoria city, Texas","65372","18",
"1600000US4876000","Waco city, Texas","143987","34",
"1600000US4879000","Wichita Falls city, Texas","102659","22",
"1600000US4943660","Layton city, Utah","82600","29",
"1600000US4944320","Lehi city, Utah","84368","38",
"1600000US4955980","Ogden city, Utah","86813","47",
"1600000US4957300","Orem city, Utah","95918","35",
"1600000US4962470","Provo city, Utah","113516","42",
"1600000US4965330","St. George city, Utah","102523","30",
"1600000US4967000","Salt Lake City city, Utah","204653","40",
"1600000US4967440","Sandy city, Utah","93029","36",
"1600000US4970850","South Jordan city, Utah","83520","38",
"1600000US4982950","West Jordan city, Utah","116662","40",
"1600000US4983470","West Valley City city, Utah","136639","52",
"1600000US5101000","Alexandria city, Virginia","155525","*****",
"1600000US5103000","Arlington CDP, Virginia","234000","*****",
"1600000US5114440","Centreville CDP, Virginia","69345","6253",
"1600000US5116000","Chesapeake city, Virginia","252488","*****",
"1600000US5121088","Dale City CDP, Virginia","66140","7229",
"1600000US5135000","Hampton city, Virginia","138037","*****",
"1600000US5147672","Lynchburg city, Virginia","79287","*****",
"1600000US5156000","Newport News city, Virginia","184306","*****",
"1600000US5157000","Norfolk city, Virginia","232995","*****",
"1600000US5164000","Portsmouth city, Virginia","97029","*****",
"1600000US5167000","Richmond city, Virginia","229395","*****",
"1600000US5168000","Roanoke city, Virginia","97847","*****",
"1600000US5176432","Suffolk city, Virginia","98537","*****",
"1600000US5182000","Virginia Beach city, Virginia","455618","*****",
"1600000US5303180","Auburn city, Washington","83976","2897",
"1600000US5305210","Bellevue city, Washington","152765","35",
"1600000US5305280","Bellingham city, Washington","93899","27",
"1600000US5322640","Everett city, Washington","111348","49",
"1600000US5323515","Federal Way city, Washington","97863","36",
"1600000US5335275","Kennewick city, Washington","84757","33",
"1600000US5335415","Kent city, Washington","134400","52",
"1600000US5335940","Kirkland city, Washington","92155","33",
"1600000US5343955","Marysville city, Washington","72280","34",
"1600000US5353545","Pasco city, Washington","80205","3531",
"1600000US5357535","Redmond city, Washington","76739","36",
"1600000US5357745","Renton city, Washington","104060","52",
"1600000US5361115","Sammamish city, Washington","65844","33",
"1600000US5363000","Seattle city, Washington","749267","73",
"1600000US5365922","South Hill CDP, Washington","64623","6217",
"1600000US5367000","Spokane city, Washington","230176","61",
"1600000US5367167","Spokane Valley city, Washington","107325","31",
"1600000US5370000","Tacoma city, Washington","221790","60",
"1600000US5374060","Vancouver city, Washington","194509","35",
"1600000US5380010","Yakima city, Washington","97017","32",
"1600000US5502375","Appleton city, Wisconsin","75018","2334",
"1600000US5522300","Eau Claire city, Wisconsin","69073","841",
"1600000US5531000","Green Bay city, Wisconsin","106096","26",
"1600000US5537825","Janesville city, Wisconsin","65901","39",
"1600000US5539225","Kenosha city, Wisconsin","98490","29",
"1600000US5548000","Madison city, Wisconsin","272907","32",
"1600000US5553000","Milwaukee city, Wisconsin","563306","40",
"1600000US5560500","Oshkosh city, Wisconsin","65934","53",
"1600000US5566000","Racine city, Wisconsin","76455","31",
"1600000US5584250","Waukesha city, Wisconsin","70465","44",
"1600000US5613900","Cheyenne city, Wyoming","64623","48",
"1600000US7206593","Bayamón zona urbana, Puerto Rico","166032","2974",
"1600000US7210334","Caguas zona urbana, Puerto Rico","68451","4611",
"1600000US7214290","Carolina zona urbana, Puerto Rico","134842","3835",
"1600000US7232522","Guaynabo zona urbana, Puerto Rico","70174","2891",
"1600000US7263820","Ponce zona urbana, Puerto Rico","105979","3615",
"1600000US7276770","San Juan zona urbana, Puerto Rico","319837","3038",
